    INFO: 2026-02-02 10:23:00,665:               log.py:   20: Logging to /Users/gorkemcetin/verifywise/docs/mdpdf.log
   DEBUG: 2026-02-02 10:23:00,996:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,997:      pdf_renderer.py:  470: printSegment: Data protection focused
   DEBUG: 2026-02-02 10:23:00,997:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,998:      pdf_renderer.py:  470: printSegment: GDPR-AI intersection
   DEBUG: 2026-02-02 10:23:00,998:      pdf_renderer.py:  470: printSegment: Priority 3: Additional US Frameworks
   DEBUG: 2026-02-02 10:23:00,999:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,999:      pdf_renderer.py:  470: printSegment: NIST AI 100-1 (Trustworthy AI)
   DEBUG: 2026-02-02 10:23:01,000:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,000:      pdf_renderer.py:  470: printSegment: FTC AI Guidelines
   DEBUG: 2026-02-02 10:23:01,000:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,001:      pdf_renderer.py:  470: printSegment: State-level AI laws (Colorado, California)
   DEBUG: 2026-02-02 10:23:01,001:      pdf_renderer.py:  470: printSegment: 6. Assessments 
   DEBUG: 2026-02-02 10:23:01,002:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,002:      pdf_renderer.py:  470: printSegment:  Questionnaires
   DEBUG: 2026-02-02 10:23:01,003:      pdf_renderer.py:  470: printSegment: 6.1 Feature Comparison Matrix
   DEBUG: 2026-02-02 10:23:01,003:      pdf_renderer.py:  470: printSegment: | Feature | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:01,004:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,004:      pdf_renderer.py:  470: printSegment: |---------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:01,005:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,005:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,005:      pdf_renderer.py:  470: printSegment: Framework
   DEBUG: 2026-02-02 10:23:01,006:      pdf_renderer.py:  470: printSegment: Assessments
   DEBUG: 2026-02-02 10:23:01,006:      pdf_renderer.py:  470: printSegment:  | ✅ Built-in | ✅ Built-in | Parity |
   DEBUG: 2026-02-02 10:23:01,007:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,007:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,008:      pdf_renderer.py:  470: printSegment: Assessment Templates
   DEBUG: 2026-02-02 10:23:01,008:      pdf_renderer.py:  470: printSegment:  | ⚠️ Fixed | ✅ Gallery | 
   DEBUG: 2026-02-02 10:23:01,009:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,009:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,010:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,010:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,011:      pdf_renderer.py:  470: printSegment: Custom Template
   DEBUG: 2026-02-02 10:23:01,011:      pdf_renderer.py:  470: printSegment: Builder
   DEBUG: 2026-02-02 10:23:01,011:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,012:      pdf_renderer.py:  470: printSegment: Critical Gap
   DEBUG: 2026-02-02 10:23:01,012:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,013:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,013:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,013:      pdf_renderer.py:  470: printSegment: Question Types
   DEBUG: 2026-02-02 10:23:01,014:      pdf_renderer.py:  470: printSegment:  | ⚠️ Text only | ✅ 10+ types | 
   DEBUG: 2026-02-02 10:23:01,014:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,015:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,015:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,015:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,016:      pdf_renderer.py:  470: printSegment: Conditional Logic
   DEBUG: 2026-02-02 10:23:01,016:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full
   DEBUG: 2026-02-02 10:23:01,017:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,017:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,018:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,018:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,019:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,019:      pdf_renderer.py:  470: printSegment: Scoring Rules
   DEBUG: 2026-02-02 10:23:01,020:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,020:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,021:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,021:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,022:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,022:      pdf_renderer.py:  470: printSegment: FRIA Assessment
   DEBUG: 2026-02-02 10:23:01,022:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,023:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,023:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,024:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,024:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,025:      pdf_renderer.py:  470: printSegment: PIA/DPIA Integration
   DEBUG: 2026-02-02 10:23:01,025:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅
   DEBUG: 2026-02-02 10:23:01,026:      pdf_renderer.py:  470: printSegment: Full | 
   DEBUG: 2026-02-02 10:23:01,026:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,026:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,027:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,027:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,027:      pdf_renderer.py:  470: printSegment: Self-Service Portal
   DEBUG: 2026-02-02 10:23:01,028:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,028:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,028:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,029:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,029:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,029:      pdf_renderer.py:  470: printSegment: Assessment Linking
   DEBUG: 2026-02-02 10:23:01,030:      pdf_renderer.py:  470: printSegment:  | ✅ Frameworks | ✅ Any entity | Partial |
   DEBUG: 2026-02-02 10:23:01,030:      pdf_renderer.py:  470: printSegment: 6.2 OneTrust Assessment Capabilities
   DEBUG: 2026-02-02 10:23:01,031:      pdf_renderer.py:  470: printSegment: OneTrust provides comprehensive assessment functionality:
   DEBUG: 2026-02-02 10:23:01,031:      pdf_renderer.py:  470: printSegment: Template Gallery:
   DEBUG: 2026-02-02 10:23:01,032:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,032:      pdf_renderer.py:  470: printSegment: EU AI Act Conformity Assessment
   DEBUG: 2026-02-02 10:23:01,032:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,033:      pdf_renderer.py:  470: printSegment: EU AI Act FRIA (Fundamental Rights Impact Assessment)
   DEBUG: 2026-02-02 10:23:01,033:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,034:      pdf_renderer.py:  470: printSegment: NIST AI RMF Playbook
   DEBUG: 2026-02-02 10:23:01,034:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,034:      pdf_renderer.py:  470: printSegment: OECD Framework Classification
   DEBUG: 2026-02-02 10:23:01,035:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,035:      pdf_renderer.py:  470: printSegment: UK ICO AI 
   DEBUG: 2026-02-02 10:23:01,035:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,036:      pdf_renderer.py:  470: printSegment:  Data Protection Toolkit
   DEBUG: 2026-02-02 10:23:01,036:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,036:      pdf_renderer.py:  470: printSegment: ALTAI Framework (European Commission)
   DEBUG: 2026-02-02 10:23:01,037:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,037:      pdf_renderer.py:  470: printSegment: US FTC AI/Algorithms Guidelines
   DEBUG: 2026-02-02 10:23:01,037:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,038:      pdf_renderer.py:  470: printSegment: AI Intake Assessment
   DEBUG: 2026-02-02 10:23:01,038:      pdf_renderer.py:  470: printSegment: Template Builder Features:
   DEBUG: 2026-02-02 10:23:01,038:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,039:      pdf_renderer.py:  470: printSegment: Multiple question types (text, single-select, multi-select, date, numeric, score)
   DEBUG: 2026-02-02 10:23:01,039:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,040:      pdf_renderer.py:  470: printSegment: Conditional question logic
   DEBUG: 2026-02-02 10:23:01,040:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,040:      pdf_renderer.py:  470: printSegment: Scoring formulas
   DEBUG: 2026-02-02 10:23:01,041:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,041:      pdf_renderer.py:  470: printSegment: Section grouping
   DEBUG: 2026-02-02 10:23:01,041:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,042:      pdf_renderer.py:  470: printSegment: Multi-language support
   DEBUG: 2026-02-02 10:23:01,042:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,043:      pdf_renderer.py:  470: printSegment: Workflow integration
   DEBUG: 2026-02-02 10:23:01,043:      pdf_renderer.py:  470: printSegment: 6.3 Assessment Gap Recommendations
   DEBUG: 2026-02-02 10:23:01,044:      pdf_renderer.py:  470: printSegment: Critical: Fundamental Rights Impact Assessment (FRIA)
   DEBUG: 2026-02-02 10:23:01,044:      pdf_renderer.py:  470: printSegment: EU AI Act Article 27 requires deployers of high-risk AI systems to conduct FRIA. VerifyWise should implement:
   DEBUG: 2026-02-02 10:23:01,045:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,045:      pdf_renderer.py:  470: printSegment: FRIA template aligned with EU requirements
   DEBUG: 2026-02-02 10:23:01,046:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,046:      pdf_renderer.py:  470: printSegment: Rights categories (dignity, non-discrimination, privacy, etc.)
   DEBUG: 2026-02-02 10:23:01,047:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,047:      pdf_renderer.py:  470: printSegment: Impact severity assessment
   DEBUG: 2026-02-02 10:23:01,047:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,048:      pdf_renderer.py:  470: printSegment: Mitigation measures
   DEBUG: 2026-02-02 10:23:01,049:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,049:      pdf_renderer.py:  470: printSegment: Stakeholder consultation tracking
   DEBUG: 2026-02-02 10:23:01,050:      pdf_renderer.py:  470: printSegment: Priority: Custom Assessment Builder
   DEBUG: 2026-02-02 10:23:01,050:      pdf_renderer.py:  470: printSegment: Enable organizations to create custom assessments:
   DEBUG: 2026-02-02 10:23:01,051:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,051:      pdf_renderer.py:  470: printSegment: Drag-drop question builder
   DEBUG: 2026-02-02 10:23:01,051:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,052:      pdf_renderer.py:  470: printSegment: Multiple response types
   DEBUG: 2026-02-02 10:23:01,052:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,053:      pdf_renderer.py:  470: printSegment: Scoring configuration
   DEBUG: 2026-02-02 10:23:01,053:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,054:      pdf_renderer.py:  470: printSegment: Conditional logic rules
   DEBUG: 2026-02-02 10:23:01,054:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,055:      pdf_renderer.py:  470: printSegment: Template versioning
   DEBUG: 2026-02-02 10:23:01,055:      pdf_renderer.py:  470: printSegment: 7. Workflow 
   DEBUG: 2026-02-02 10:23:01,056:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,056:      pdf_renderer.py:  470: printSegment:  Automation
   DEBUG: 2026-02-02 10:23:01,057:      pdf_renderer.py:  470: printSegment: 7.1 Feature Comparison Matrix
   DEBUG: 2026-02-02 10:23:01,057:      pdf_renderer.py:  470: printSegment: | Feature | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:01,057:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,058:      pdf_renderer.py:  470: printSegment: |---------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:01,059:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,060:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,060:      pdf_renderer.py:  470: printSegment: Workflow Stages
   DEBUG: 2026-02-02 10:23:01,061:      pdf_renderer.py:  470: printSegment:  | ⚠️
   DEBUG: 2026-02-02 10:23:01,061:      pdf_renderer.py:  470: printSegment: Fixed | ✅ Custom | 
   DEBUG: 2026-02-02 10:23:01,061:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,062:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,062:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,063:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,063:      pdf_renderer.py:  470: printSegment: Approval Workflows
   DEBUG: 2026-02-02 10:23:01,063:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,064:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,064:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,065:      pdf_renderer.py:  470: printSegment: Automation Rules
   DEBUG: 2026-02-02 10:23:01,065:      pdf_renderer.py:  470: printSegment:  | ✅ Triggers | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,066:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,066:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,067:      pdf_renderer.py:  470: printSegment: Scheduled Jobs
   DEBUG: 2026-02-02 10:23:01,067:      pdf_renderer.py:  470: printSegment:  | ✅ BullMQ | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,068:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,068:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,069:      pdf_renderer.py:  470: printSegment: Webhook Notifications
   DEBUG: 2026-02-02 10:23:01,070:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ⚠️ Platform | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,070:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,070:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,071:      pdf_renderer.py:  470: printSegment: Email
   DEBUG: 2026-02-02 10:23:01,071:      pdf_renderer.py:  470: printSegment: Notifications
   DEBUG: 2026-02-02 10:23:01,072:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,074:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,075:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,075:      pdf_renderer.py:  470: printSegment: Slack Integration
   DEBUG: 2026-02-02 10:23:01,076:      pdf_renderer.py:  470: printSegment:  | ✅ Native | ⚠️ Integration | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,076:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,076:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,077:      pdf_renderer.py:  470: printSegment: Visual Workflow
   DEBUG: 2026-02-02 10:23:01,079:      pdf_renderer.py:  470: printSegment: Builder
   DEBUG: 2026-02-02 10:23:01,081:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,083:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,084:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,084:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,088:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,089:      pdf_renderer.py:  470: printSegment: Routing Rules
   DEBUG: 2026-02-02 10:23:01,089:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,091:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,092:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,092:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,092:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,093:      pdf_renderer.py:  470: printSegment: Task Assignment
   DEBUG: 2026-02-02 10:23:01,093:      pdf_renderer.py:  470: printSegment:  | ✅ Manual | ✅ Auto-routing | Partial |
   DEBUG: 2026-02-02 10:23:01,094:      pdf_renderer.py:  470: printSegment: 7.2 VerifyWise Automation Capabilities
   DEBUG: 2026-02-02 10:23:01,094:      pdf_renderer.py:  470: printSegment: Trigger Types:
   DEBUG: 2026-02-02 10:23:01,094:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,095:      pdf_renderer.py:  470: printSegment: Entity created (vendor, model, incident, etc.)
   DEBUG: 2026-02-02 10:23:01,095:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,096:      pdf_renderer.py:  470: printSegment: Entity updated
   DEBUG: 2026-02-02 10:23:01,096:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,096:      pdf_renderer.py:  470: printSegment: Entity deleted
   DEBUG: 2026-02-02 10:23:01,097:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,097:      pdf_renderer.py:  470: printSegment: Scheduled (cron patterns)
   DEBUG: 2026-02-02 10:23:01,097:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,098:      pdf_renderer.py:  470: printSegment: Threshold exceeded
   DEBUG: 2026-02-02 10:23:01,098:      pdf_renderer.py:  470: printSegment: Action Types:
   DEBUG: 2026-02-02 10:23:01,098:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,099:      pdf_renderer.py:  470: printSegment: Send email notification
   DEBUG: 2026-02-02 10:23:01,099:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,099:      pdf_renderer.py:  470: printSegment: Send Slack message
   DEBUG: 2026-02-02 10:23:01,099:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,100:      pdf_renderer.py:  470: printSegment: Trigger webhook
   DEBUG: 2026-02-02 10:23:01,100:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,100:      pdf_renderer.py:  470: printSegment: Create task
   DEBUG: 2026-02-02 10:23:01,101:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,101:      pdf_renderer.py:  470: printSegment: Update entity field
   DEBUG: 2026-02-02 10:23:01,102:      pdf_renderer.py:  470: printSegment: Example Automation:
   DEBUG: 2026-02-02 10:23:01,102:      pdf_renderer.py:  470: printSegment: WHEN: Model status changes to "Pending"
   DEBUG: 2026-02-02 10:23:01,103:      pdf_renderer.py:  470: printSegment: DO:
   DEBUG: 2026-02-02 10:23:01,103:      pdf_renderer.py:  470: printSegment:   - Send email to approver
   DEBUG: 2026-02-02 10:23:01,104:      pdf_renderer.py:  470: printSegment:   - Create review task
   DEBUG: 2026-02-02 10:23:01,104:      pdf_renderer.py:  470: printSegment:   - Send Slack notification to #ai-governance
   DEBUG: 2026-02-02 10:23:01,105:      pdf_renderer.py:  470: printSegment: 7.3 Workflow Gap Recommendations
   DEBUG: 2026-02-02 10:23:01,105:      pdf_renderer.py:  470: printSegment: Custom Workflow Stages:
   DEBUG: 2026-02-02 10:23:01,106:      pdf_renderer.py:  470: printSegment: Allow organizations to define custom workflow stages:
   DEBUG: 2026-02-02 10:23:01,106:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,106:      pdf_renderer.py:  470: printSegment: Configurable stage names
   DEBUG: 2026-02-02 10:23:01,107:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,107:      pdf_renderer.py:  470: printSegment: Transition rules (who can advance)
   DEBUG: 2026-02-02 10:23:01,108:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,108:      pdf_renderer.py:  470: printSegment: Required fields per stage
   DEBUG: 2026-02-02 10:23:01,108:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,109:      pdf_renderer.py:  470: printSegment: Automatic actions on stage change
   DEBUG: 2026-02-02 10:23:01,109:      pdf_renderer.py:  470: printSegment: Visual Workflow Designer:
   DEBUG: 2026-02-02 10:23:01,110:      pdf_renderer.py:  470: printSegment: Enable drag-drop workflow creation:
   DEBUG: 2026-02-02 10:23:01,110:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,111:      pdf_renderer.py:  470: printSegment: Stage sequence definition
   DEBUG: 2026-02-02 10:23:01,111:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,112:      pdf_renderer.py:  470: printSegment: Conditional branching
   DEBUG: 2026-02-02 10:23:01,112:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,113:      pdf_renderer.py:  470: printSegment: Parallel approval paths
   DEBUG: 2026-02-02 10:23:01,113:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,114:      pdf_renderer.py:  470: printSegment: SLA tracking
   DEBUG: 2026-02-02 10:23:01,114:      pdf_renderer.py:  470: printSegment: 8. Reporting 
   DEBUG: 2026-02-02 10:23:01,115:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,115:      pdf_renderer.py:  470: printSegment:  Analytics
   DEBUG: 2026-02-02 10:23:01,116:      pdf_renderer.py:  470: printSegment: 8.1 Feature Comparison Matrix
   DEBUG: 2026-02-02 10:23:01,116:      pdf_renderer.py:  470: printSegment: | Feature | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:01,116:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,117:      pdf_renderer.py:  470: printSegment: |---------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:01,117:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,118:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,118:      pdf_renderer.py:  470: printSegment: Dashboard
   DEBUG: 2026-02-02 10:23:01,119:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,119:      pdf_renderer.py:  470: printSegment: Parity |
   DEBUG: 2026-02-02 10:23:01,119:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,120:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,120:      pdf_renderer.py:  470: printSegment: PDF Reports
   DEBUG: 2026-02-02 10:23:01,121:      pdf_renderer.py:  470: printSegment:  | ✅ Playwright | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,121:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,122:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,122:      pdf_renderer.py:  470: printSegment: DOCX Reports
   DEBUG: 2026-02-02 10:23:01,123:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ❌ None | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,123:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,123:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,124:      pdf_renderer.py:  470: printSegment: Model Cards
   DEBUG: 2026-02-02 10:23:01,124:      pdf_renderer.py:  470: printSegment: (PDF)
   DEBUG: 2026-02-02 10:23:01,125:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ AI Cards | 
   DEBUG: 2026-02-02 10:23:01,125:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,125:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,126:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,126:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,126:      pdf_renderer.py:  470: printSegment: Progress Charts
   DEBUG: 2026-02-02 10:23:01,127:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,127:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,127:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,127:      pdf_renderer.py:  470: printSegment: Risk Distribution
   DEBUG: 2026-02-02 10:23:01,128:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
